head_noun,head_noun_in_main_clause,clause_verb,filler_gap_dependency,restrictiveness,relativizer,head_noun_in_rc,relative_clause,relative_clause_length,rc_type,structure_pattern,file,sent,sentence_word_count,sentence_verb_count
photo,dobj,shared,5,restrictive,which,nsubj,"which until then had been shared only between small groups of colleagues , resurfaced there",15,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/rollingstone.txt,"Years earlier, Robinson had created a Google Group, Vietnam Old Hacks, an online forum for veteran Vietnam War reporters dozens of members strong; his claims that Út didn’t take the photo, which until then had been shared only between small groups of colleagues, resurfaced there.",54,7
Those,nsubj,question,1,restrictive,who,nsubj,"who question why Robinson took so long to come forward , and why others have been so reluctant to speak ,",21,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Those who question why Robinson took so long to come forward, and why others have been so reluctant to speak, might find some answers in those pages.",30,7
piece,nsubjpass,hidden,3,restrictive,that,nsubjpass,that has been hidden in plain view for 50 years,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,But buried in Downes’ footage was a piece of evidence that has been hidden in plain view for 50 years.,22,5
Those,nsubj,weren,1,restrictive,who,nsubj,who weren ’ t in his film,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,(Those who weren’t in his film are in still photographs made that day. ),18,4
baby,dobj,died,1,restrictive,who,nsubj,who died in front of my camera,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,I can still see so vividly the old woman carrying a baby who died in front of my camera and another woman carrying a small child with his skin coming off.,32,5
girl,dobj,pulled,2,restrictive,who,nsubj,who had pulled off her burning clothes and was running toward me,12,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,I looked through my Leica viewfinder to see a young girl who had pulled off her burning clothes and was running toward me.,24,6
wind,nsubj,indicate,4,restrictive,which,pobj,— which historical weather reports indicate,6,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/rollingstone.txt,"By the time the elder woman came down the road carrying the baby, the wind — which historical weather reports indicate was at its strongest right after the bombing — had dispersed most of the smoke, and the temple had become visible.",45,7
Butterfield,nsubj,maintains,2,restrictive,who,nsubj,who also maintains Út took the photograph,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Butterfield, who also maintains Út took the photograph, told us in August 2024, “Kim Phúc emerged from the smoke crying and on fire.",28,4
crews,nsubj,made,1,restrictive,who,nsubj,who made the images of Kim Phúc,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,We know the TV crews and photographer who made the images of Kim Phúc all moved beyond the concertina wire.,21,3
blogger,dobj,had,1,restrictive,who,nsubj,"who had an extensive network through his Facebook page , both in Vietnam and in the diaspora , to find Nghệ",21,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Robinson, his wife Kim-Dung, Terri Lichstein, and the Vietnamese reporter we hired to work with us, Lê Vân, came up with an idea to hire a prominent local blogger who had an extensive network through his Facebook page, both in Vietnam and in the diaspora, to find Nghệ.",56,6
anyone,dobj,thought,1,restrictive,who,nsubj,"who thought they might know the man in the white shirt , dark trousers , and dark vest — who might be called Nghệ — to please contact him",29,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/rollingstone.txt,"In March 2023, we agreed on a fee of $1,000, and the blogger, Nguyễn Ngọc Vinh, posted the photo along with a message asking anyone who thought they might know the man in the white shirt, dark trousers, and dark vest — who might be called Nghệ — to please contact him.",60,9
story,nsubj,heard,2,restrictive,zero,zero,she heard from him,4,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,The story she heard from him seemed to corroborate and add to Robinson’s.,16,4
one,dobj,won,1,restrictive,that,nsubj,that won the Pulitzer later on,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"” Lê Vân asked him, “The one that won the Pulitzer later on?",16,3
anyone,dobj,challenged,1,restrictive,who,nsubj,who challenged his authorship,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Separately, he also proclaimed that AP would sue anyone who challenged his authorship.",15,3
surprise,dobj,felt,11,restrictive,zero,zero,"he and Vietnamese colleagues felt when , a few months later , the photo of the burned child won an international award for Út",24,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,"Thân describes the “surprise, shock, and fury” he and Vietnamese colleagues felt when, a few months later, the photo of the burned child won an international award for Út.",36,4
use,nsubj,cited,5,restrictive,which,dobj,which many Út supporters have cited in an effort to discredit him,12,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/rollingstone.txt,"Nor does his self-acknowledged drug use, which many Út supporters have cited in an effort to discredit him.",20,4
model,dobj,positioned,7,restrictive,which,pobj,in which all of the relevant players were positioned along the axis of the Trảng Bàng road,17,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/rollingstone.txt,"Relying on a careful review of the available documentation — including photographs taken that day, aerial images, U.S. satellite imagery of Trảng Bàng from 1972, video recordings, and information about the height, clothing, and equipment of journalists on the scene — the firm created a 3D model in which all of the relevant players were positioned along the axis of the Trảng Bàng road.",71,7
images,dobj,show,1,restrictive,that,nsubj,"that show Nghệ in his white shirt and dark vest , the film crews with their cameras and sound equipment , the tall ITN reporter Christopher Wain , Út wearing his distinct helmet with the tag , his AP flak jacket , short sleeves , a bulging camera bag on his left hip , poncho , and watch , and reconstructed the scene",63,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/rollingstone.txt,"It used still images and film that show Nghệ in his white shirt and dark vest, the film crews with their cameras and sound equipment, the tall ITN reporter Christopher Wain, Út wearing his distinct helmet with the tag, his AP flak jacket, short sleeves, a bulging camera bag on his left hip, poncho, and watch, and reconstructed the scene.",70,4
analysis,dobj,posits,1,restrictive,which,nsubj,which posits that the distance Út would have covered was less than 75 meters,14,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"” Út’s attorney dismisses the Index findings as “junk science, ” citing the AP’s analysis, which posits that the distance Út would have covered was less than 75 meters.",37,7
distance,nsubj,covered,4,restrictive,zero,zero,Út would have covered,4,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,"” Út’s attorney dismisses the Index findings as “junk science, ” citing the AP’s analysis, which posits that the distance Út would have covered was less than 75 meters.",37,7
photos,dobj,good,2,restrictive,which,pobj,all of which were good but just hovered around the subject,11,SRC,NP + Prep + Comp + Verb (passive/oblique),input_texts/completed-websites-f25/rollingstone.txt,"That editor, Carl Robinson, fearing that the photo was too risky and wouldn’t get by the New York office, suggested other photos, all of which were good but just hovered around the subject.",40,5
truth,dobj,weighed,2,restrictive,that,nsubj,that has weighed heavily on my heart for over half a century,12,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,“I’m voicing a truth that has weighed heavily on my heart for over half a century.,20,4
Browne,dobj,photographed,1,restrictive,who,nsubj,who photographed the image of a self-immolating Buddhist monk in 1963,11,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"He took credit for training Malcolm Browne, who photographed the image of a self-immolating Buddhist monk in 1963, and, in 1968, he’d picked out Eddie Adams’ photograph of Brig.",37,5
something,dobj,asked,3,restrictive,zero,zero,he never asked for,4,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,WE MAY NEVER KNOW why Nick Út was seemingly given something he never asked for.,16,3
person,nsubj,tracked,2,restrictive,zero,zero,we tracked down from the full-frame version of the photograph of Kim Phúc that the AP sent around the world,20,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,Among those outsiders is the last person we tracked down from the full-frame version of the photograph of Kim Phúc that the AP sent around the world.,28,3
brother-in-law,nsubj,standing,2,restrictive,who,nsubj,who was standing next to Nghệ when the photograph was taken,11,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/rollingstone.txt,"Of those who had special knowledge of that day, Nghệ’s brother-in-law, the NBC sound engineer Trần Văn Thân, who was standing next to Nghệ when the photograph was taken, was one of the most torn by the course of events.",47,8
photo,dobj,changed,1,restrictive,that,nsubj,that changed the course of the Vietnam War,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"“Napalm Girl, ” the Pulitzer Prize-winning photo that changed the course of the Vietnam War.",18,2
lining,dobj,came,1,restrictive,that,nsubj,that came in the months after Jones ’ death at 81 of hypoxic respiratory failure in April 2013,18,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,The discovery shattered a silver lining that came in the months after Jones’ death at 81 of hypoxic respiratory failure in April 2013.,25,2
friend,nsubj,knew,1,restrictive,who,nsubj,who knew the couple for more than a decade,9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"“I never trusted him, ” an old friend of Nancy’s who knew the couple for more than a decade tells Rolling Stone.",27,4
rendition,dobj,Stopped,4,restrictive,zero,zero,He Stopped Loving Her Today,5,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,He cracked jokes and rose from his seat to deliver a poignant rendition of “He Stopped Loving Her Today.,21,5
something,dobj,prove,2,restrictive,that,nsubj,that would prove vastly more lucrative,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Although West didn’t strike a business deal that day, he earned something that would prove vastly more lucrative: Nancy’s trust and friendship.",29,2
man,dobj,reinvented,1,restrictive,who,nsubj,"who reinvented himself repeatedly , leaving wreckage behind each time",10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"What can be pieced together shows a man who reinvented himself repeatedly, leaving wreckage behind each time.",19,5
one,nsubj,stuck,1,restrictive,that,nsubj,that stuck,2,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"The business cycled through several names, but the one that stuck was JL Kirk Associates.",17,3
anyone,dobj,stumbles,1,restrictive,who,nsubj,who stumbles across this entry,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"“I would discourage anyone who stumbles across this entry from even going through the JL Kirk & Associates ‘interview process, ’” Coble added.",28,4
associate,nsubj,says,1,restrictive,who,nsubj,who says they lost their life savings and home because of West in the 2010s,15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"“If I would have googled his name, I would have stopped dead in my tracks, ” says a former associate who says they lost their life savings and home because of West in the 2010s.",39,7
museum,dobj,included,1,restrictive,which,nsubj,"which included a restaurant , gift shop , event space , and roofdeck bar",14,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"West helped conceive the museum, which included a restaurant, gift shop, event space, and roofdeck bar.",21,4
friend,nsubj,ordered,1,restrictive,who,nsubj,who ordered the report,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"“I really didn’t trust him, ” the old friend who ordered the report says.",19,4
woman,dobj,declare,3,restrictive,who,nsubj,who would later declare bankruptcy after going into a real estate deal with him in the 2010s,17,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"“Here you go baby, ” West emailed a woman who would later declare bankruptcy after going into a real estate deal with him in the 2010s.",29,4
Those,nsubj,knew,1,restrictive,who,nsubj,who knew West,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,Those who knew West describe him as being charming and outgoing.,12,5
West,dobj,turn,2,restrictive,who,nsubj,who would turn up to volunteer around the house and gift them diamond jewelry,14,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Both were recently single mothers when they met West, who would turn up to volunteer around the house and gift them diamond jewelry.",25,5
woman,nsubj,worked,1,restrictive,who,nsubj,who worked at a local store in the Nashville area,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Unbeknownst to Nancy, a woman who worked at a local store in the Nashville area had been telling co-workers about a new wealthy man who had entered her life, says a source who worked with the woman and asked not to be named for privacy reasons.",49,11
man,dobj,cherishes,1,restrictive,who,nsubj,who cherishes God and loves you like no one ever could,11,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"“Choose a man who cherishes God and loves you like no one ever could, ” she wrote.",20,5
people,dobj,help,2,restrictive,who,nsubj,who could help me put the pieces together,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"In the summer of 2024, I began retracing our journey on a cross-country road trip, visiting people who could help me put the pieces together, trying to remember who Nicole was before everything went wrong, since a chance encounter with seven kids blew our lives apart, with a bullet ending one life and shattering countless others.",62,12
phrase,dobj,fell,1,restrictive,that,nsubj,that fell out of Nicole ’ s mouth,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"It’s been two decades since the media took an incredulous phrase that fell out of Nicole’s mouth — “What are you going to do, shoot us?",33,9
others,nsubj,loved,1,restrictive,who,nsubj,who loved her,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Now, I want to know how the others who loved her have coped with losing her.",18,6
school,dobj,sent,3,restrictive,zero,zero,her parents sent her to,5,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,"She hated the preppy private school her parents sent her to, and insisted on attending public school for junior high before transferring to an arts high school.",29,5
jobs,dobj,didn,1,restrictive,that,nsubj,that didn ’ t conflict with her schooling,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,She started to work odd jobs that didn’t conflict with her schooling.,15,3
hardships,nsubj,have,3,restrictive,zero,zero,I will have here,4,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,"I suppose there are many hardships I will have here, but I am excited for all the gold I could find.",23,6
jacket,dobj,caught,1,restrictive,that,nsubj,that caught Fleming ’ s eye,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,Chavez was wearing a white leather jacket that caught Fleming’s eye.,14,4
letter,dobj,read,1,restrictive,that,nsubj,"that read , in part , “ It seems you misplayed your role as mugging victim",16,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"The Stranger, a Seattle alt-weekly, ran an anonymous letter addressing Nicole that read, in part, “It seems you misplayed your role as mugging victim.",30,6
novel,dobj,echoed,2,restrictive,which,pobj,in which he echoed her purported last words,8,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/rollingstone.txt,"Richard Price wrote an acclaimed novel, Lush Life, in which he echoed her purported last words; after a long night of drinking, a would-be writer is gunned down when he makes the dumb decision to tell a mugger “Not tonight, my man.",49,8
help,dobj,needed,2,restrictive,zero,zero,he needed at school,4,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,"Maybe Nicole would be alive if our laughter hadn’t filled Evans with rage, if Fleming had gotten the help he needed at school, if the gun had gone off when he pushed me instead.",39,8
something,dobj,set,1,restrictive,that,nsubj,that set him off,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"One night, when he was drinking with friends, one of them said something about her that set him off; Zach got into his car in a rage and drove into the side of a mountain near Aspen.",41,6
anything,nsubj,felt,2,restrictive,zero,zero,I felt we couldn ’ t handle,7,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,“There wasn’t anything I felt we couldn’t handle.,14,2
affection,dobj,felt,2,restrictive,zero,zero,I felt I deserved,4,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,"After Scott and I split up, I moved on to bad relationships with men who gave me the affection I felt I deserved, which was none.",29,6
affection,dobj,none,2,restrictive,which,nsubj,which was none,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"After Scott and I split up, I moved on to bad relationships with men who gave me the affection I felt I deserved, which was none.",29,6
Fair,nsubj,ran,1,restrictive,which,nsubj,which ran for three summers from 1997 to 1999 ( plus a few experimental dates in 1996 ),18,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Lilith Fair, which ran for three summers from 1997 to 1999 (plus a few experimental dates in 1996), is now the subject of a new documentary titled Lilith Fair: Building a Mystery — The Untold Story.",42,3
landscape,dobj,were,5,restrictive,zero,zero,she and her peers were up against when promoting their music in the early Nineties,15,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,"When talking about the creation of Lilith Fair, Sarah McLachlan outlined the male-dominated industry landscape she and her peers were up against when promoting their music in the early Nineties.",32,4
artists,nsubj,popular,2,restrictive,that,nsubj,that were popular at the time,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Meanwhile, the female artists that were popular at the time — Jewel, Liz Phair, McLachlan, Crow, Suzanne Vega, and more — were under enormous pressure to dress more revealingly.",36,3
trousers,dobj,went,2,restrictive,that,nsubj,that just went over my nipples,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"“I was sent to a magazine shoot, and they asked me to wear trousers and suspenders that just went over my nipples, ” Phair says in the documentary.",32,6
Loeb,nsubj,performed,2,restrictive,who,nsubj,who also performed all three years at Lilith,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Lisa Loeb, who also performed all three years at Lilith, shared Vega’s trepidation, telling filmmakers, “My immediate reaction was, ‘I don’t know if that’s a good idea, I don’t really want to be grouped with a bunch of women musicians.",57,13
song,nsubj,nominated,2,restrictive,that,nsubjpass,that was nominated for Record of the Year,8,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/rollingstone.txt,"“Every single song that was nominated for Record of the Year should have had their own spot, ” Colvin tells filmmakers.",24,5
reason,nsubj,work,3,restrictive,why,advmod,why I can work a lot and stay inspired,9,Other,NP + Comp + NP2,input_texts/completed-websites-f25/rollingstone.txt,The reason why I can work a lot and stay inspired is ’cause I get to work with all these different artists in all these different genres.,29,6
book,dobj,explains,1,restrictive,which,nsubj,which explains what I ’ ve learned and the stories along the way,13,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"When the tour was announced, Yusuf said in a statement, “Having passed through the exhaustingly complex maze of everyday material life, ascending the dizzying heights of wealth, recognition, and artistic achievements, I think I’ve got a few things to share… Now I have written a book which explains what I’ve learned and the stories along the way.",69,15
imagery,dobj,embody,1,restrictive,that,nsubj,that embody your ethos from the first scroll,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Use imagery, tone and storytelling that embody your ethos from the first scroll, so visitors instantly know not just what you do, but what you stand for.",31,4
centers,dobj,connect,2,restrictive,where,advmod,"where fans connect with the building , the artist and each other",12,Other,NP + Comp + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Venues aren’t just backdrops; they’re cultural centers where fans connect with the building, the artist and each other.",25,3
Venues,nsubj,focus,1,restrictive,that,nsubj,that focus first on their fans,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Venues that focus first on their fans — using every tool, old and new, to deepen that connection — won’t just fill seats.",28,5
question,nsubj,separates,1,restrictive,that,nsubj,that separates fearless professionals from career casualties,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"But here’s the question that separates fearless professionals from career casualties: Are you running toward something extraordinary, or just running away from Monday morning dread?",30,5
someone,nsubj,’,1,restrictive,who,nsubj,who ’ s,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"As someone who’s built six companies and watched thousands of young professionals navigate their early career moves, I’ve seen this story play out in two dramatically different ways.",34,6
moves,dobj,accelerate,1,restrictive,that,nsubj,that accelerate their trajectory for decades,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,Some make strategic moves that accelerate their trajectory for decades.,11,2
something,dobj,matters,1,restrictive,that,nsubj,that matters,2,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Stay long enough to face real challenges, solve complex problems and build something that matters.",17,2
someone,nsubj,shares,1,restrictive,who,nsubj,who shares your name,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"You have zero control over what someone who shares your name does, how they communicate or what others say about them.",23,5
opinions,dobj,are,1,restrictive,that,nsubj,that are in contradiction to yours,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,• They publicly express opinions that are in contradiction to yours.,12,2
attention,dobj,don,2,restrictive,zero,zero,you don ’ t want,5,ORC,zero relative,input_texts/completed-websites-f25/rollingstone.txt,• They attract attention you don’t want.,10,2
person,nsubj,shares,1,restrictive,who,nsubj,who shares your name,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"That newsworthy person who shares your name can kill your reputation any time, any day, and there is nothing you can do to control their behavior, words or criminality.",33,4
AI,dobj,are,2,restrictive,who,dobj,who you are,3,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/rollingstone.txt,"This strategy is about systematically teaching the AI who you are, so it has no choice but to understand who you are not.",25,6
identity,dobj,leaves,1,restrictive,that,nsubj,that leaves no room for confusion,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"The core of the solution is to build an unshakable, self-reinforcing digital identity that leaves no room for confusion.",21,3
formats,dobj,attract,1,restrictive,that,nsubj,that attract billions of views,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"Today, creator-led stories are thriving, AI tools are widening the scope of what’s possible, and nimble, tech-first studios are redefining video formats that attract billions of views.",34,8
pipelines,dobj,accelerate,1,restrictive,that,nsubj,that accelerate workflows and enable feature-length films to be created faster and cheaper without sacrificing creativity,16,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/rollingstone.txt,"AI-native studios like Promise, backed by Google and Michael Ovitz, are already building end-to-end production pipelines that accelerate workflows and enable feature-length films to be created faster and cheaper without sacrificing creativity.",35,7
companies,nsubj,master,1,restrictive,that,nsubj,that master all of them,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/rollingstone.txt,"0 are reshaping the industry, and the companies that master all of them define the next generation of entertainment.",21,4
staff,dobj,perform,1,restrictive,who,nsubj,"who perform tasks under contract , while volunteers offer their services without financial compensation",14,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/betterimpact.txt,"Employees are paid staff who perform tasks under contract, while volunteers offer their services without financial compensation.",19,4
Guide,dobj,provides,1,restrictive,which,nsubj,"which provides information about legal obligations Australian organisations owe volunteers as well as templates , tips and practical examples",19,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/betterimpact.txt,"For example, in Australia, Justice Connect's Not-for-profit Law in consultation with Volunteering Australia have created the National Volunteer Guide, which provides information about legal obligations Australian organisations owe volunteers as well as templates, tips and practical examples.",43,4
Connections,dobj,Unlock,2,restrictive,zero,zero,That Unlock the Power of Volunteering,6,ORC,zero relative,input_texts/completed-websites-f25/betterimpact.txt,Creating Connections That Unlock the Power of Volunteering.,9,2
Action,nsubj,ignite,2,restrictive,which,nsubj,which would ignite a chain of events that would lead the Heritage Volunteering Group,14,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/betterimpact.txt,"Action which would ignite a chain of events that would lead the Heritage Volunteering Group (HVG) to where it is today: a global network of 800 members that is committed to enabling the heritage sector to realise the potential of volunteering to transform organisations, lives and communities.",52,9
members,nsubj,have,2,restrictive,who,nsubj,who often have a fundraising responsibility,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/betterimpact.txt,"This book was eye-opening in that it introduces the notion that you should consider fundraising volunteers and reminds us that board members, who often have a fundraising responsibility, are volunteers.",33,7
types,dobj,involved,6,restrictive,zero,zero,you may be involved in depending on the organization,9,ORC,zero relative,input_texts/completed-websites-f25/betterimpact.txt,It also defines different types of campaigns to help you understand the different types of fundraising you may be involved in depending on the organization.,26,7
impact,dobj,having,4,restrictive,zero,zero,your organization is having,4,ORC,zero relative,input_texts/completed-websites-f25/betterimpact.txt,It teaches you to listen (to understand) and think about ways to express the impact your organization is having.,22,7
scenario,dobj,hear,4,restrictive,where,advmod,where you just never hear from them again,8,Other,NP + Comp + NP2,input_texts/completed-websites-f25/betterimpact.txt,"The follow-up after the yes, the follow up after the no, the follow up after the maybe and how to handle the ghosting scenario where you just never hear from them again.",35,2
Fans,dobj,keep,4,restrictive,who,nsubj,who will not only keep them coming back but tell others,11,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/betterimpact.txt,Lessons learned in this fun read can alleviate your recruitment efforts because you will have Raving Fans of your program who will not only keep them coming back but tell others!,32,7
myth,nsubj,root,8,restrictive,that,nsubj,"that , in my experience , is the root of many of our sector 's biggest challenges",17,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/betterimpact.txt,"There's a widespread myth that, in my experience, is the root of many of our sector's biggest challenges.",23,2
approach,dobj,reflects,1,restrictive,that,nsubj,that reflects that,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/betterimpact.txt,"They are partners in mission, and they deserve a leadership approach that reflects that.",16,3
kind,dobj,looking,5,restrictive,zero,zero,you 're looking for not to exclude others,8,ORC,zero relative,input_texts/completed-websites-f25/betterimpact.txt,"It's a practical way to define the kind of volunteer you're looking for not to exclude others, but to design your messaging and outreach more effectively.",30,6
examples,dobj,adjusted,8,restrictive,where,advmod,"where , with active listening , the team adjusted the questions they were asking , and the results were dramatically different—more importantly , they obtained what they needed to truly co-create effective solutions",33,Other,NP + Comp + NP2,input_texts/completed-websites-f25/betterimpact.txt,"She shares several examples where, with active listening, the team adjusted the questions they were asking, and the results were dramatically different—more importantly, they obtained what they needed to truly co-create effective solutions.",38,7
content,dobj,converts,1,restrictive,that,nsubj,"that converts , with success measured by revenue performance",9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"Role focuses on creating affiliate-driven content that converts, with success measured by revenue performance.",16,3
office,dobj,meets,1,restrictive,that,nsubj,that meets HIPAA standards and high-speed internet,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,Must have a private home office that meets HIPAA standards and high-speed internet.,14,2
companies,nsubj,hire,1,restrictive,that,nsubj,that hire proofreaders,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"While companies that hire proofreaders will often require a lot of past work experience, you do NOT have to have it to strike out on your own.",29,6
e-course,nsubjpass,recommended,2,restrictive,that,nsubjpass,that is recommended after the webinar,6,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,The e-course that is recommended after the webinar was originally created by Caitlin Pyle who replaced her 9-5 office job with a proofreading side gig that ended up earning her over $43K a year.,36,7
thing,nsubj,do,3,restrictive,zero,zero,you can do from home that you may not have considered,11,ORC,zero relative,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,Free Complete-On-Your-Own-Time Voice Over Work Introductory E-Course – One thing you can do from home that you may not have considered is voice over work.,26,4
others,nsubjpass,interested,2,restrictive,who,nsubj,who are interested in it,5,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"Julie Eickhoff has been working from home as a voice over artist for years, and she put together this information to help others who are interested in it get started as well.",34,8
workshop,dobj,introduces,1,restrictive,that,nsubj,that introduces you to the field,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/realwaystoearnmoneyonline.txt,"If you're curious about getting started, check out this free 76-minute workshop that introduces you to the field.",21,5
